keywords,segments,visit count
"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],88
"['نتایج زنده', 'نتایج', 'زنده']","['sarmayegozari', 'maleSegment', 'varzeshi']",445
"['سیر', 'عفونت', 'معجزه', 'میکنه', 'درمان']",['femaleSegment'],650
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],739
['رنگ'],['femaleSegment'],155
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],705
"['مجید', 'کردی']","['zibaievamode', 'femaleSegment', 'salamat']",493
"['سریال', 'حجم', 'دانلود سریال', 'نسخه']","['femaleSegment', 'technology']",814
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],628
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],235
"['فال', 'فردا']",['femaleSegment'],250
"['عروسک', 'دخترانه', 'بازی']",['femaleSegment'],825
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],392
"['اندروید', 'دانلود']",['maleSegment'],154
"['علی', 'آهنگ علی']",['femaleSegment'],443
['نوت'],['maleSegment'],166
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],315
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],504
"['جم', 'اهنگ', 'روز', 'اورجینال']",['femaleSegment'],54
"['محسن', 'دانلود آهنگ', 'آهنگ', 'دانلود']",['maleSegment'],711
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],596
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],72
"['داعش', 'سوریه', 'عراق', 'سلفی']","['zibaievamode', 'maleSegment', 'khanevadehvakhanedari', 'salamat']",903
"['انیمیشن', 'عدالت', 'جوان', 'دوبله فارسی']","['femaleSegment', 'technology']",30
"['صفحه اخبار', 'صفحه', 'اخبار']","['sarmayegozari', 'maleSegment']",475
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],466
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],286
"['تسلیت', 'پیام']","['zibaievamode', 'varzeshi']",24
"['کوتاه', 'کوتاه لینک', 'کسب درآمد', 'درآمد', 'کسب']","['zibaievamode', 'femaleSegment', 'khanevadehvakhanedari']",136
"['آهنگ', 'سنتی']","['mohajerat', 'femaleSegment']",780
"['دلم', 'دانلود آهنگ']",['mohajerat'],233
"['نتایج زنده', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",814
['رنگ'],['femaleSegment'],794
"['کودکانه', 'فیلم', 'معرفی']",['femaleSegment'],195
"['کوتاه', 'کوتاه لینک', 'کسب درآمد', 'درآمد', 'کسب']","['zibaievamode', 'femaleSegment', 'khanevadehvakhanedari']",813
"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],97
"['دانلود آهنگ', 'آهنگ', 'دانلود']",['maleSegment'],160
"['دعای', 'علی', 'الهی', 'دعا']",['maleSegment'],215
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],843
"['نوبت', 'پلاک', 'تعویض', 'اینترنتی', 'خودرو']",['maleSegment'],555
['رنگ'],['femaleSegment'],394
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],268
"['باردار', 'پایین', 'کیا']",['femaleSegment'],59
"['آهنگ متن', 'آهنگ', 'بالای', 'چالش', 'دانلود اهنگ', 'آهنگ دانلود']",['femaleSegment'],806
"['جم', 'شمال']",['femaleSegment'],488
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],816
"['آزاد', 'دانشگاه']",['maleSegment'],282
"['تجربه', 'کودک']",['femaleSegment'],112
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],792
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],679
"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",74
"['هفته', 'روز']",['femaleSegment'],166
"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",467
"['امین', 'جان', 'عشق']",['femaleSegment'],193
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],189
"['تصویر', 'دنیا', 'علی', 'عکس']",['femaleSegment'],273
"['اندروید', 'تی', 'جی']",['femaleSegment'],161
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],282
"['استقلال', 'الله', 'باشگاه']",['maleSegment'],641
"['ورزشی', 'اسپرت', 'مردانه', 'کفش']",['maleSegment'],213
"['جم', 'شمال']",['femaleSegment'],880
"['آهنگ', 'ایرانی', 'غمگین', 'شاد']",['femaleSegment'],513
['برنج'],['femaleSegment'],46
"['جملات', 'فوت', 'زیبا', 'احساسی', 'متن']",['femaleSegment'],90
"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],374
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],75
"['آهنگ', 'اوج', 'ریمیکس', 'درد']","['javan', 'moosighi', 'salamat']",592
['نوت'],['maleSegment'],910
"['سکه', 'امروز قیمت', 'طلا']",['maleSegment'],701
"['رشت', 'برا', 'زندگی']",['femaleSegment'],762
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],503
"['عشق', 'رنگ']","['sarmayegozari', 'femaleSegment']",371
"['نرم', 'فایل', 'آنلاین', 'متن']",['maleSegment'],748
"['نی', 'نظرهای نی', 'تبادل نظرهای', 'نظرهای', 'تبادل']",['femaleSegment'],997
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],771
"['اندروید', 'تی', 'جی']",['femaleSegment'],99
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],0
['فال'],['femaleSegment'],581
['ûœø'],['maleSegment'],884
"['زنگ', 'موبایل']",['femaleSegment'],711
"['نی', 'تبادل', 'نی سایت', 'نی نی', 'موضوعات']","['zibaievamode', 'khanevadehvakhanedari', 'femaleSegment', 'laghari']",523
['رنگ'],['femaleSegment'],239
"['نقل', 'توانایی', 'چندین', 'موفقیت', 'دلایل']",['maleSegment'],992
"['دلم', 'خدا']","['zibaievamode', 'salamat']",531
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],616
"['خوشمزه', 'طرز']",['femaleSegment'],887
"['نی', 'نظرهای نی', 'تبادل نظرهای', 'نظرهای', 'تبادل']",['femaleSegment'],521
"['نی', 'موضوعات', 'تبادل', 'نی سایت', 'نی نی']",['femaleSegment'],578
"['مراحل', 'مرحله', 'جواب', 'پاسخ']",['femaleSegment'],127
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],891
['رنگ'],['femaleSegment'],480
"['نی', 'نظرهای نی', 'تبادل نظرهای', 'نظرهای', 'تبادل']",['femaleSegment'],401
['فال'],['femaleSegment'],159
"['مجید', 'کردی']","['zibaievamode', 'femaleSegment', 'salamat']",575
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],231
"['معنی', 'کلمه']",['femaleSegment'],148
"['امین', 'جان', 'عشق']",['femaleSegment'],217
"['بسیج', 'تقویم', 'روز', 'سال', 'دقیق']",['femaleSegment'],839
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],492
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],902
"['خودم', 'تولد']","['koodakvanozad', 'femaleSegment', 'salamat']",97
"['نی', 'نظرهای نی', 'تبادل نظرهای', 'نظرهای', 'تبادل']",['femaleSegment'],181
"['دریا', 'رضایی']",['femaleSegment'],932
"['فال', 'تازه']",['femaleSegment'],565
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],180
"['سلفی', 'داعش', 'سوریه', 'عراق']","['zibaievamode', 'maleSegment', 'khanevadehvakhanedari', 'salamat']",784
['پرسپولیس'],['maleSegment'],628
"['تسلیت', 'پیام']","['zibaievamode', 'varzeshi']",603
"['دنیا', 'دانلود آهنگ', 'آهنگ', 'دانلود']",['femaleSegment'],775
"['معنی', 'کلمه']",['femaleSegment'],877
"['راهنمایی', 'بشه', 'عقب', 'لطفا', 'انجام']",['femaleSegment'],524
"['مجلسی', 'بچه']",['femaleSegment'],294
"['سهام', 'شهدا', 'اطلاع رسانی', 'اندازی', 'اطلاع', 'رسانی']",['sarmayegozari'],879
"['صفحه اخبار', 'صفحه', 'اخبار']",['maleSegment'],598
"['آهنگ', 'عربی', 'دانلود آهنگ', 'دانلود']",['femaleSegment'],291
"['سامسونگ', 'گوشی', 'قیمت گوشی']",['maleSegment'],393
"['کنی', 'ریمیکس', 'قلبم', 'دانلود ریمیکس', 'کنه']",['femaleSegment'],880
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],306
"['امام رضا', 'متن عکس', 'رضا', 'عکس نوشته', 'نوشته', 'امام']",['femaleSegment'],391
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],963
"['حامد', 'ریمیکس']",['maleSegment'],460
"['دریا', 'محمد', 'آهنگ محمد']",['femaleSegment'],143
"['حامد', 'آهنگ']",['femaleSegment'],165
"['حاضر', 'آموزش']",['femaleSegment'],74
['عاشق'],['femaleSegment'],601
"['ریمیکس', 'شاد', 'خارجی', 'باشگاه']",['femaleSegment'],793
['ایکس'],['maleSegment'],424
"['پوست', 'خواص']",['maleSegment'],658
"['دریا', 'رضایی']",['femaleSegment'],202
"['زنگ', 'موبایل']",['femaleSegment'],303
"['آدم', 'دانلود', 'دانلود آهنگ', 'آهنگ']",['femaleSegment'],780
"['رمان', 'حکم']",['femaleSegment'],511
"['نتایج زنده', 'نتایج', 'زنده']","['sarmayegozari', 'maleSegment']",498
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],950
"['نتایج زنده', 'نتایج', 'زنده']","['javan', 'maleSegment']",765
"['میلیون تومان', 'تومان', 'میلیون']",['maleSegment'],988
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],269
['رنگ'],['femaleSegment'],777
"['جنین', 'جی']",['femaleSegment'],463
"['نقل', 'توانایی', 'چندین', 'موفقیت', 'دلایل']",['maleSegment'],575
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],144
"['بخیر', 'صبح']",['femaleSegment'],57
"['نفت', 'حقوقی']","['maleSegment', 'khanevadehvakhanedari', 'salamat', 'varzeshi']",820
['ایکس'],['maleSegment'],344
"['اهنگ', 'آنلاین اهنگ', 'کیفت']","['femaleSegment', 'salamat', 'laghari']",58
"['مشخصات فنی', 'سامسونگ']",['maleSegment'],437
"['محمد', 'آهنگ محمد']",['femaleSegment'],654
"['ریمیکس', 'خارجی']","['sarmayegozari', 'zibaievamode', 'salamat', 'technology']",577
"['رفع', 'دوستان', 'کمک']",['femaleSegment'],205
"['اهنگ', 'مجتبی', 'میشم']",['femaleSegment'],518
"['سهام', 'شهدا', 'اطلاع رسانی', 'اندازی', 'اطلاع', 'رسانی']",['sarmayegozari'],411
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],167
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],211
"['حرف', 'جواب', 'جدول']","['khanevadehvakhanedari', 'salamat']",49
"['زنگ', 'موبایل']",['femaleSegment'],82
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],983
"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",45
['لنز'],['maleSegment'],515
"['ازدواج', 'شیرازی', 'حافظ', 'فال']",['sarmayegozari'],403
"['نوبت', 'پلاک', 'تعویض']",['maleSegment'],381
"['آهنگ متن', 'آهنگ', 'بالای', 'چالش', 'دانلود اهنگ', 'آهنگ دانلود']",['femaleSegment'],255
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],298
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],328
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],807
['مرغ'],['femaleSegment'],489
"['سهام', 'شهدا', 'اطلاع رسانی', 'اندازی', 'اطلاع', 'رسانی']",['sarmayegozari'],174
"['گری', 'دنیای', 'اطلاعات']",['salamat'],857
"['نی', 'نظرهای نی', 'تبادل نظرهای', 'نظرهای', 'تبادل']",['femaleSegment'],166
['رنگ'],['femaleSegment'],44
"['زنگ', 'موبایل']",['femaleSegment'],655
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],180
"['محمد', 'آهنگ محمد']",['femaleSegment'],428
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],952
['مرغ'],['femaleSegment'],223
"['نتایج زنده', 'نتایج', 'زنده']","['sarmayegozari', 'maleSegment']",809
"['جم', 'شمال']",['femaleSegment'],917
"['جنسیت', 'شکم', 'اساس']",['femaleSegment'],3
['رنگ'],['femaleSegment'],381
"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",609
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],933
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],674
"['آرایش', 'موضوعات', 'متنوع']",['femaleSegment'],252
"['زنگ', 'موبایل']",['femaleSegment'],997
"['خوشمزه', 'طرز']",['femaleSegment'],656
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],836
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],288
"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",519
"['لیگ برتر', 'برتر', 'لیگ']",['maleSegment'],263
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],586
"['نی', 'نظرهای نی', 'تبادل نظرهای', 'نظرهای', 'تبادل']",['femaleSegment'],557
"['ناز', 'سعید']",['femaleSegment'],887
"['نی', 'نظرهای نی', 'تبادل نظرهای', 'نظرهای', 'تبادل']",['femaleSegment'],630
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],7
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],332
"['مال', 'امیر', 'دلم']",['femaleSegment'],578
"['اون', 'سری', 'دانلود آهنگ', 'آهنگ']",['femaleSegment'],383
"['ناز', 'سعید']",['femaleSegment'],513
"['شیرازی', 'جملات', 'اشعار', 'زیبا']",['maleSegment'],957
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],493
"['ûœø', 'ûœ']",['femaleSegment'],290
"['میلیون تومان', 'تومان', 'میلیون']",['maleSegment'],377
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],181
"['مرحله', 'شکم', 'تعویض', 'منجر']",['femaleSegment'],690
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],772
"['پوست', 'خواص']",['maleSegment'],837
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],346
"['نی', 'نظرهای نی', 'تبادل نظرهای', 'نظرهای', 'تبادل']",['femaleSegment'],323
"['آبادیس', 'معنی']",['femaleSegment'],803
"['آهنگ', 'دانلود آهنگ', 'دانلود']",['femaleSegment'],263
"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",842
"['نی', 'جنسیت', 'نی نی']",['femaleSegment'],251
"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",833
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],138
"['سهام', 'شهدا', 'اطلاع رسانی', 'اندازی', 'اطلاع', 'رسانی']",['sarmayegozari'],951
"['باشگاه', 'آهنگ']",['femaleSegment'],210
"['معین', 'گیتار', 'غمگین', 'شاد']","['koodakvanozad', 'zibaievamode', 'salamat', 'laghari']",500
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],294
"['ضد', 'معرفی']",['femaleSegment'],736
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],364
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],333
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],183
"['محسن', 'آهنگ محسن', 'زندان', 'کردی']","['javan', 'femaleSegment', 'moosighi']",583
"['سامسونگ', 'گوشی', 'قیمت گوشی']",['maleSegment'],196
"['آیفون', 'اپل']",['maleSegment'],449
"['باردار', 'کیا']",['femaleSegment'],489
"['دخترونه', 'ناب']",['femaleSegment'],17
"['آنلاین', 'رایگان']",['maleSegment'],837
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],503
"['نی', 'قطع', 'دسترسی', 'یار', 'لطفا']",['femaleSegment'],833
"['دریا', 'قشنگ', 'دلم', 'واتساپ', 'کلیپ', 'وضعیت', 'نوشته']",['javan'],747
"['ریمیکس', 'دل']","['javan', 'moosighi', 'salamat']",411
"['لری', 'خدا', 'آزادی']",['femaleSegment'],369
"['نتایج زنده', 'فوتبال', 'نتایج', 'زنده']","['maleSegment', 'varzeshi']",900
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],677
"['نتایج زنده', 'نتایج', 'زنده']",['maleSegment'],425
"['مسعود', 'ریمیکس', 'شب', 'اهنگ']",['femaleSegment'],226
